variant,case_id,span_index,query,rank,candidate,slot_id,rank_score,bm25_score,vector_score,label_score,retrieval_branch,embedding_provider,embedding_model,score_mode,gate_decision,gate_reason,gate_support_score,gate_specificity_score,linker_decision,linker_reason,linker_selected,linker_scope
G,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",19,사망,symptom:49570025c3,0.0145,0.0,0.1413,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,사래가 자주 걸리는 증상은 '사래걸림'과 직접 대응합니다.,false,top_k
G,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",20,체중감소,symptom:ed4d516e68,0.0141,0.0,0.1401,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,사래가 자주 걸리는 증상은 '사래걸림'과 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,1,기침,cough,0.0774,0.4848,0.338,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,true,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,2,구토,symptom:29fe75f845,0.0396,0.6673,0.1559,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,3,가슴 답답,chest_discomfort,0.0392,0.5634,0.1682,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,4,말초부종,symptom:331b559ac3,0.0387,1.0,0.1103,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,5,가래,sputum,0.0382,0.3586,0.1794,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,6,빈호흡,symptom:e3fb3f1d30,0.0382,0.4005,0.1669,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,7,체중감소,symptom:ed4d516e68,0.0366,0.6385,0.1043,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,8,호흡곤란,dyspnea,0.0364,0.7073,0.1018,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,9,반복되는 폐렴,symptom:ade69fdbb3,0.0362,0.2288,0.1893,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,10,검은색 가래,symptom:c9b9036b3a,0.0361,0.2031,0.234,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,11,결막염,symptom:7a281d2ec2,0.0359,0.6207,0.1023,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,12,근육통,symptom:869ad45ea0,0.0357,0.3229,0.1172,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,13,저산소증,symptom:b3d40f3209,0.0347,0.364,0.1046,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,14,삼키기 곤란,dysphagia,0.0344,0.7335,0.0744,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,15,고탄산증,symptom:2ddc315fa9,0.0342,0.2581,0.1141,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,16,오한,symptom:3cd9aa52ce,0.0335,0.4878,0.0862,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,17,화농성 객담,symptom:54da254b40,0.0334,0.1504,0.1463,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,18,감기 증상,symptom:cabd50b0e8,0.0332,0.1687,0.1273,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,19,빈맥,symptom:920af2278a,0.0332,0.1558,0.1381,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_003,0,기침이 지속되고 있습니다 기침 지속,20,천명음,wheezing,0.0332,0.5752,0.0758,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 지속되고 있다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,1,콧물,rhinorrhea,0.0799,1.0,0.3437,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,true,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,2,코막힘,nasal_obstruction,0.0419,0.8176,0.232,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,3,재채기,symptom:f0ff1b70a5,0.0411,0.7072,0.201,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,4,결막염,symptom:7a281d2ec2,0.04,0.301,0.2292,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,5,설사,symptom:9c88ae340b,0.0355,0.1953,0.1224,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,6,기침,cough,0.0354,0.1185,0.1441,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,7,저산소증,symptom:b3d40f3209,0.035,0.1298,0.133,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,8,호흡곤란,dyspnea,0.0344,0.312,0.0882,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,9,객혈,hemoptysis,0.0339,0.1486,0.1205,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,10,탈장,symptom:d7c26014b2,0.0339,0.23,0.0971,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,11,서맥,symptom:8915f77f38,0.0338,0.0146,0.1371,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,12,흉통,chest_pain,0.0325,0.2302,0.078,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,13,호기의 증가,symptom:0a6604a5d8,0.0323,0.0129,0.1231,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,14,반복되는 폐렴,symptom:ade69fdbb3,0.0322,0.2,0.0893,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,15,빈호흡,symptom:e3fb3f1d30,0.0322,0.1562,0.1012,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,16,말초부종,symptom:331b559ac3,0.0317,0.0174,0.1022,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,17,천식,symptom:6a75325fe5,0.0316,0.0142,0.1168,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,18,운동 시 호흡곤란,symptom:a243309094,0.0311,0.0203,0.0975,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,19,수유 곤란,symptom:50b724dad2,0.0309,0.0166,0.0982,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_004,1,콧물이 계속 나오고 있습니다 콧물,20,화농성 객담,symptom:54da254b40,0.0309,0.0144,0.1062,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,콧물이 계속 나오고 있다는 증상은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_005,0,어지러움이 더 심해졌습니다 어지러움 악화,1,어지러움,symptom:9e9c6673c9,0.0799,1.0,0.4368,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,어지러움이 더 심해졌다는 내용은 가장 구체적으로 '어지러움' 증상에 대응합니다.,true,top_k
G,eval_005,0,어지러움이 더 심해졌습니다 어지러움 악화,2,가래,sputum,0.0399,0.0551,0.1649,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,어지러움이 더 심해졌다는 내용은 가장 구체적으로 '어지러움' 증상에 대응합니다.,false,top_k
G,eval_005,0,어지러움이 더 심해졌습니다 어지러움 악화,3,기침,cough,0.0378,0.0539,0.135,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,어지러움이 더 심해졌다는 내용은 가장 구체적으로 '어지러움' 증상에 대응합니다.,false,top_k
G,eval_005,0,어지러움이 더 심해졌습니다 어지러움 악화,4,감기 증상,symptom:cabd50b0e8,0.037,0.0534,0.1242,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,어지러움이 더 심해졌다는 내용은 가장 구체적으로 '어지러움' 증상에 대응합니다.,false,top_k
