variant,case_id,span_index,query,rank,candidate,slot_id,rank_score,bm25_score,vector_score,label_score,retrieval_branch,embedding_provider,embedding_model,score_mode,gate_decision,gate_reason,gate_support_score,gate_specificity_score,linker_decision,linker_reason,linker_selected,linker_scope
O,eval_003,0,기침 기침,13,운동 시 호흡곤란,symptom:a243309094,0.036,0.2031,0.1273,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_003,0,기침 기침,14,콧물,rhinorrhea,0.0357,0.2912,0.0725,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_003,0,기침 기침,15,두통,headache,0.0355,0.2995,0.0649,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_003,0,기침 기침,16,식욕부진,symptom:8678ac0397,0.0355,0.2568,0.073,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_003,0,기침 기침,17,호흡곤란,dyspnea,0.0351,0.1923,0.1034,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_003,0,기침 기침,18,가슴 답답,chest_discomfort,0.035,0.1474,0.123,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_003,0,기침 기침,19,폐부종,symptom:2c8be00e20,0.0345,0.2434,0.0675,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_003,0,기침 기침,20,체중감소,symptom:ed4d516e68,0.033,0.3297,0.0297,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,1,콧물,rhinorrhea,0.0799,1.0,0.4114,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,2,결막염,symptom:7a281d2ec2,0.0416,0.3487,0.1875,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,3,코막힘,nasal_obstruction,0.0406,0.2877,0.1735,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,4,두통,headache,0.0405,0.3602,0.1347,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,5,재채기,symptom:f0ff1b70a5,0.0398,0.2534,0.1391,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,6,근육통,symptom:869ad45ea0,0.0385,0.2966,0.1095,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,7,오한,symptom:3cd9aa52ce,0.0367,0.3332,0.0892,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,8,구토,symptom:29fe75f845,0.0353,0.236,0.0848,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,9,열,fever,0.0336,0.1471,0.0618,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,10,기침,cough,0.0172,0.0,0.1418,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,11,운동 시 호흡곤란,symptom:a243309094,0.0167,0.0,0.1365,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,12,설사,symptom:9c88ae340b,0.0162,0.0,0.1333,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,13,호흡곤란,dyspnea,0.0159,0.0,0.121,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,14,호기의 증가,symptom:0a6604a5d8,0.0157,0.0,0.1163,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,15,불안,symptom:31e7e68566,0.0155,0.0,0.1155,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,16,사망,symptom:49570025c3,0.0153,0.0,0.1121,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,17,피부홍조,symptom:9b18d49e37,0.0149,0.0,0.1081,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,18,의식 변화,symptom:27be979d95,0.0147,0.0,0.1045,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,19,흉곽 팽윤,symptom:3d0a98c718,0.0145,0.0,0.1045,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_004,0,콧물 콧물,20,권태감,symptom:31a60ea1ae,0.0143,0.0,0.1022,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,1,어지러움,symptom:9e9c6673c9,0.0799,1.0,0.6011,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,2,가래,sputum,0.0403,0.0352,0.1462,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,3,지남력 장애,symptom:78fcb0137a,0.0177,0.0,0.1754,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,4,가슴 답답,chest_discomfort,0.0175,0.0,0.1683,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,5,사지 부종,symptom:bf32e52932,0.0172,0.0,0.1656,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,6,호흡기감염,symptom:1d4021c99f,0.0169,0.0,0.1534,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,7,저산소증,symptom:b3d40f3209,0.0167,0.0,0.1518,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,8,삼키기 곤란,dysphagia,0.0164,0.0,0.1506,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,9,빈혈,symptom:4f9cdd7ad9,0.0159,0.0,0.1433,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,10,천명음,wheezing,0.0157,0.0,0.1428,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,11,호기의 증가,symptom:0a6604a5d8,0.0155,0.0,0.1387,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,12,사래걸림,symptom:92ca1277c1,0.0153,0.0,0.1359,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,13,기운없음,symptom:3a6b475b6a,0.0151,0.0,0.1356,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,14,가슴 두근거림,symptom:30c9328237,0.0149,0.0,0.1349,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,15,복벽이 움푹 들어감,symptom:4b1674fb28,0.0147,0.0,0.1234,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,16,빈맥,symptom:920af2278a,0.0145,0.0,0.1233,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,17,반복되는 폐렴,symptom:ade69fdbb3,0.0143,0.0,0.1226,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,18,화농성 객담,symptom:54da254b40,0.0141,0.0,0.1223,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,19,창백,symptom:5913113332,0.0139,0.0,0.1202,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_005,0,어지러움 어지러움,20,기침,cough,0.0138,0.0,0.118,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,1,기운없음,symptom:3a6b475b6a,0.0799,1.0,0.5846,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,2,호기의 증가,symptom:0a6604a5d8,0.0177,0.0,0.2529,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,3,빈호흡,symptom:e3fb3f1d30,0.0175,0.0,0.2487,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,4,천식,symptom:6a75325fe5,0.0172,0.0,0.2242,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,5,흉곽 팽윤,symptom:3d0a98c718,0.0169,0.0,0.2237,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,6,식욕부진,symptom:8678ac0397,0.0167,0.0,0.2206,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,7,천명음,wheezing,0.0164,0.0,0.2121,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,8,불안,symptom:31e7e68566,0.0162,0.0,0.199,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,9,권태감,symptom:31a60ea1ae,0.0159,0.0,0.1973,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,10,발한,symptom:361b63bbd3,0.0157,0.0,0.1956,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,11,가래,sputum,0.0155,0.0,0.1928,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,12,체중감소,symptom:ed4d516e68,0.0153,0.0,0.1837,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,13,고탄산증,symptom:2ddc315fa9,0.0151,0.0,0.1816,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,14,운동 시 호흡곤란,symptom:a243309094,0.0149,0.0,0.1769,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,15,압통,symptom:8283cd3a83,0.0147,0.0,0.1762,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,16,마찰음,symptom:16666ae9ec,0.0145,0.0,0.1733,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,17,창백,symptom:5913113332,0.0143,0.0,0.1668,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,18,어지러움,symptom:9e9c6673c9,0.0141,0.0,0.1665,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,19,빈맥,symptom:920af2278a,0.0139,0.0,0.1653,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_006,0,기운없음 기운없음,20,폐기능저하,symptom:0e2b6b7e94,0.0138,0.0,0.164,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_007,0,방사통 방사통,1,방사통,symptom:6e4c88eb21,0.0799,1.0,0.3391,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_007,0,방사통 방사통,2,피부홍조,symptom:9b18d49e37,0.0177,0.0,0.1608,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_007,0,방사통 방사통,3,발한,symptom:361b63bbd3,0.0175,0.0,0.1369,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_007,0,방사통 방사통,4,두통,headache,0.0172,0.0,0.1203,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_007,0,방사통 방사통,5,콧물,rhinorrhea,0.0169,0.0,0.1177,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_007,0,방사통 방사통,6,열,fever,0.0167,0.0,0.1158,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_007,0,방사통 방사통,7,반복되는 폐렴,symptom:ade69fdbb3,0.0164,0.0,0.1086,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_007,0,방사통 방사통,8,근육통,symptom:869ad45ea0,0.0162,0.0,0.1,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_007,0,방사통 방사통,9,사지 부종,symptom:bf32e52932,0.0159,0.0,0.0996,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_007,0,방사통 방사통,10,무증상,symptom:e057a2105c,0.0157,0.0,0.0989,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
