variant,case_id,span_index,query,rank,candidate,slot_id,rank_score,bm25_score,vector_score,label_score,retrieval_branch,embedding_provider,embedding_model,score_mode,gate_decision,gate_reason,gate_support_score,gate_specificity_score,linker_decision,linker_reason,linker_selected,linker_scope
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",13,화농성 객담,symptom:54da254b40,0.0157,0.0,0.1687,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",14,저산소증,symptom:b3d40f3209,0.0154,0.2817,0.0691,0.0,rrf_bm25,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",15,무증상,symptom:e057a2105c,0.0153,0.0,0.1602,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",16,재채기,symptom:f0ff1b70a5,0.0151,0.0,0.1536,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",17,식욕부진,symptom:8678ac0397,0.0149,0.0,0.152,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",18,감기 증상,symptom:cabd50b0e8,0.0147,0.0,0.1484,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",19,사망,symptom:49570025c3,0.0145,0.0,0.1413,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",20,체중감소,symptom:ed4d516e68,0.0141,0.0,0.1401,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,1,기침,cough,0.0787,0.197,0.2416,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,2,구토,symptom:29fe75f845,0.0411,0.6899,0.1683,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,3,검은색 가래,symptom:c9b9036b3a,0.039,0.1387,0.1493,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,4,가슴 답답,chest_discomfort,0.0389,0.762,0.1003,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,5,운동 시 호흡곤란,symptom:a243309094,0.0369,0.1024,0.1313,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,6,천명음,wheezing,0.0368,0.1337,0.0981,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,7,삼키기 곤란,dysphagia,0.0366,0.9321,0.0839,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,8,체중감소,symptom:ed4d516e68,0.0365,0.1663,0.0884,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,9,화농성 객담,symptom:54da254b40,0.0365,0.0996,0.1232,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,10,콧물,rhinorrhea,0.035,0.7362,0.074,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,11,가래,sputum,0.0349,0.1158,0.0912,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,12,빈맥,symptom:920af2278a,0.0344,0.1032,0.0927,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,13,결막염,symptom:7a281d2ec2,0.0339,1.0,0.053,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,14,불안,symptom:31e7e68566,0.0336,0.1114,0.0853,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,15,폐부종,symptom:2c8be00e20,0.0335,0.1228,0.0767,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,16,오한,symptom:3cd9aa52ce,0.033,0.1613,0.0623,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,17,식욕부진,symptom:8678ac0397,0.0325,0.1295,0.0667,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,18,감기 증상,symptom:cabd50b0e8,0.0324,0.1159,0.0739,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,19,빈호흡,symptom:e3fb3f1d30,0.0324,0.0697,0.0846,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,20,객혈,hemoptysis,0.0317,0.1157,0.0672,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,1,재채기,symptom:f0ff1b70a5,0.0799,1.0,0.4606,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,2,콧물,rhinorrhea,0.0789,0.1665,0.3964,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,3,결막염,symptom:7a281d2ec2,0.0408,0.114,0.2089,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,4,코막힘,nasal_obstruction,0.0402,0.0941,0.2465,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,5,근육통,symptom:869ad45ea0,0.0391,0.097,0.1722,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,6,두통,headache,0.0385,0.1177,0.154,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,7,구토,symptom:29fe75f845,0.038,0.0771,0.1639,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,8,오한,symptom:3cd9aa52ce,0.0374,0.1089,0.1464,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,9,열,fever,0.0346,0.0481,0.1154,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,10,빈호흡,symptom:e3fb3f1d30,0.0345,0.1102,0.1046,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,11,체중감소,symptom:ed4d516e68,0.0169,0.0,0.2034,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,12,기침,cough,0.0167,0.0,0.197,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,13,폐부종,symptom:2c8be00e20,0.0164,0.0,0.1899,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,14,감기 증상,symptom:cabd50b0e8,0.0159,0.0,0.1688,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,15,창백,symptom:5913113332,0.0157,0.0,0.1676,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,16,복벽이 움푹 들어감,symptom:4b1674fb28,0.0153,0.0,0.1555,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,17,흉곽 팽윤,symptom:3d0a98c718,0.0151,0.0,0.1553,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,18,설사,symptom:9c88ae340b,0.0149,0.0,0.1545,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,19,어지러움,symptom:9e9c6673c9,0.0145,0.0,0.1523,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,20,말초부종,symptom:331b559ac3,0.0141,0.0,0.1462,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,1,어지러움,symptom:9e9c6673c9,0.0796,1.0,0.1192,0.0938,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,2,콧물,rhinorrhea,0.0389,0.0783,0.1043,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,3,가래,sputum,0.0388,0.0895,0.0783,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,4,사망,symptom:49570025c3,0.0383,0.1946,0.0543,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,5,운동 시 호흡곤란,symptom:a243309094,0.0381,0.379,0.0522,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,6,기침,cough,0.038,0.2374,0.0529,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,7,오한,symptom:3cd9aa52ce,0.038,0.1111,0.0617,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,8,감기 증상,symptom:cabd50b0e8,0.0366,0.0991,0.0537,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,9,근육통,symptom:869ad45ea0,0.0363,0.1927,0.0431,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,10,두통,headache,0.0357,0.1585,0.0394,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,11,천명음,wheezing,0.0339,0.0603,0.0393,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,12,결막염,symptom:7a281d2ec2,0.0338,0.1185,0.0232,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,13,객혈,hemoptysis,0.032,0.0586,0.0178,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,14,폐부종,symptom:2c8be00e20,0.0315,0.0843,0.0053,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,15,반복되는 폐렴,symptom:ade69fdbb3,0.018,0.0,0.1359,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,16,검은색 가래,symptom:c9b9036b3a,0.0175,0.0,0.1154,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,17,지남력 장애,symptom:78fcb0137a,0.0169,0.0,0.0995,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,18,눈이 무거운 느낌,symptom:b3dcf8a9c5,0.0164,0.0,0.0734,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,19,곤봉지,symptom:8436aac52b,0.0162,0.0,0.0732,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,20,호기의 증가,symptom:0a6604a5d8,0.0159,0.0,0.0717,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,1,기운없음,symptom:3a6b475b6a,0.0795,1.0,0.2485,0.0395,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,2,오한,symptom:3cd9aa52ce,0.0788,0.6282,0.1934,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,3,권태감,symptom:31a60ea1ae,0.0416,0.5005,0.2391,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,4,두통,headache,0.0398,0.4829,0.1721,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,5,근육통,symptom:869ad45ea0,0.0396,0.4782,0.1792,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,6,열,fever,0.038,0.2849,0.1312,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,7,재채기,symptom:f0ff1b70a5,0.0375,0.4787,0.1195,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,8,객혈,hemoptysis,0.0368,0.2568,0.1244,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,9,가래,sputum,0.0346,0.2572,0.0938,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,10,구토,symptom:29fe75f845,0.0334,0.2853,0.0813,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,11,빈호흡,symptom:e3fb3f1d30,0.0175,0.0,0.1981,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,12,감기 증상,symptom:cabd50b0e8,0.0169,0.0,0.1808,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
